id,title,tags,description,year,category,rating,curator,project_link,feedback,image_url,created_at,updated_at,student_name,image_urls,video_urls,categories
405,Sun Boiler,,"solar water heater to heat water faster. Combined the fields of optics and thermodynamics.

""Wij hebben een zonneboiler gemaakt om water sneller te kunnen verwarmen. Hierbij combineren wij de vakgebieden optica met thermodynamica. De zonneboiler is gemaakt door licht van een bouwlamp te schijnen op een reflecterende kom en een bakje met water te hangen in het brandpunt van deze kom. Al het licht reflecteert naar het brandpunt en warmt zo het water in het bakje op. In het water zit een thermistor die de temperatuur meet met behulp van een arduino. Met behulp van een reddingsdeken (reflecterend materiaal) hebben we geprobeerd zo veel mogelijk warmte binnen te houden en het licht naar het bakje te reflecteren.""",,,3,Jose,https://www.instructables.com/Zonneboiler-DEF-Groep-35/,,,,2025-10-09 09:41:17.72561+00,,,[],[]
406,Swing carts,,"physics setup with pendulums demonstrating how momentum transfer works. Because momentum transfer occurs between the pendulums, (primarily) via the connecting rods, the pendulums will interact",,,4,Annemarie,https://www.instructables.com/Slingkarretjes/,,,,2025-10-09 14:23:34.577558+00,,,"[]",[]
407,Thermal Expansion,,"A large body of air is heated and lifts over time tipping over a bucket.
The video is cropped to respect student anonymity",,,5,Annemarie,,,,,2025-10-09 14:23:37.891915+00,,,"[]",[]
408,Thermal Pump,,thermal pump that converts temperature differences into mechanical motion. The system demonstrates in a simple way how gas expansion due to heat can be used to generate movement.,,,2,Inka,https://www.instructables.com/Thermische-Pomp-Groep-27/,,,,2025-10-09 09:41:25.236114+00,,,"[]",[]
409,Thermocouple with LCD display,,"These are two wires of different metals, through which a current flows due to a temperature difference. We measure this with an Arduino and display it on an LCD.",2023,,0,Annemarie,https://www.instructables.com/Thermokoppel-Met-LCD-Display/,,,,2025-10-09 08:12:07.006857+00,,,[],[]
410,Ultrasonic Communication,,"Involves a transmitter and receiver system that communicates via ultrasound. A melody can be recorded on the transmitter using buttons, which is then transmitted and played back on the receiver using a buzzer.
[Better instruction videos can be found in the project link]

""Dit project gaat over een zender en ontvanger systeem dat communiceert via ultrasoon geluid. Op de zender kan met knopjes een melodie opgenomen worden, waarna deze verzonden wordt en bij de ontvanger afgespeeld met een buzzertje. 

Dit project is alleen voor gevorderden, aangezien geavanceerde elektronische schakelingen in elkaar gesoldeerd moeten worden. Een breadboard kan eventueel ook gebruikt worden maar wordt niet aangeraden vanwege de onbetrouwbare connecties die dit kan geven. Bij grote schakelingen is dat niet fijn. """,,,3,Rooske,https://www.instructables.com/Ultrasone-Communicatie/,,,,2025-10-09 14:23:51.875182+00,,,[],[]
411,Vibrating saw - cast remover,,"Cuts cardboard, foam and casts through vibrations. Makes it fully safe for skin",,,5,Jose,,,,,2025-10-09 09:41:32.859183+00,,,"[]",[]
412,Water pressure Nutcracker,,[limited information available on this project],,,3,Jose,,,,,2025-10-09 09:41:42.207323+00,,,"[]",[]
413,Water Rocket,,"setup for a water rocket, including a release mechanism and a pressure-regulating mechanism.",2024,,0,Annemarie,https://www.instructables.com/Waterraket/,,,,2025-10-02 07:55:39.923492+00,,,[],[]
414,Water Turbine Generator,,project uses kinetic energy from water and produces electric energy to power an LED.,,,1,Mart,https://www.instructables.com/Water-Turbine-Generator/,,,,2025-10-09 09:42:00.325344+00,,,[],[]
415,Water wheel that drives a ferry car,,homemade water wheel that winds up a spring-powered car.,,,2,Inka,https://www.instructables.com/Waterrad-Dat-Een-Veerauto-Aandrijft/,,,,2025-10-09 09:42:05.377693+00,,,"[]",[]
416,Water Wheel x Dynamo,,"water wheel is used to generate electricity via electromagnetic induction, which powers two LED lights.",,,1,Mart,https://www.instructables.com/Waterrad-Met-Dynamo/,,,,2025-10-09 09:42:09.676321+00,,,"[]",[]
417,Wilberforce Pendulum + Live tracking,,not exactly your traditional pendulum. Its basic construction is a spring with an object attached to it.,,,4,Marije,https://www.instructables.com/Wilberforce-Pendulum-Live-tracking-DEF/,,,,2025-10-09 14:23:58.50392+00,,,"[]",[]
418,Windturbine,,How to build a wind turbine (with a horizontal axis) that can demonstrate the generated electrical power using LED lights.,,,4,Jose,https://www.instructables.com/Windturbine/,,,,2025-10-09 09:42:17.409709+00,,,[],[]
419,Wire detector,,Can detect through magnetic field if there are wires behind a wall,,,4,Judith,,,,,2025-10-09 14:24:01.941117+00,,,[],[]
420,Wireless communication between 2 Arduinos,,"""Voor het eerstejaars vak Design Enginering voor Fysici (DEF) was de eindopdracht het ontwerpen en bouwen van een demonstratie opstelling waarmee twee natuurkundige domein of energieën gecombineerd konden worden. Wij hebben besloten elektrische stroom en elektromagnetische golven te combineren.""",,,0,Judith,https://www.instructables.com/Draadloze-Communicatie-Tussen-Arduinos/,,,,2025-10-09 15:57:11.827157+00,,,"[]",[]
