id,project_id,comment_text,comment_type,created_at,updated_at,author,category,text
167,338,Leuk als context rondom de toepassing van magneten in het dagelijks leven. Goed om te bekijken of achtbaankarretjes ook echt op deze manier aangetrokken of geremd worden. Het is sowieso wel grappig dat er in achtbanen heel veel fenomenen samenkomen. En het doet natuurlijk ook iets met je geest :) Er is ook een achtbaanprofessor: Jurnan Schilder. Het kan best grappig zijn om een workshop te ontwikkelen waarbij je allerlei dingen gaat onderzoeken en ontwerpen adhv een achtbaan.,general,2025-10-10 10:59:45.927+00,2025-10-10 10:59:45.820778+00,Marije,2,
168,338,"Ik weet niet wat er over magneten komt op nieuwe V1, maar daar kan deze mogelijk interessant voor zijn. Ik zou dan wel beter inzichtelijk maken hoe de magneet deze dubbelfunctie bewerkstelligt.",general,2025-10-10 11:04:41.552+00,2025-10-10 11:04:41.887213+00,Marije,1,
169,359,Hebben we al op V2,general,2025-10-10 11:07:43.95+00,2025-10-10 11:07:43.859822+00,Marije,5,
170,379,"We hebben op meerdere plekken in NEMO exhibits/workshops die dit principe uitleggen (windturbines, de energiewand op V2, in de Kettingreactie). Maar volgens mij nergens met echt water. Water wordt altijd een beetje vermeden in NEMO. En als we het gebruiken het liefst in afgesloten omgeving, zeker als er elektronische componenten bij komen kijken. Ik vind het wel een mooie vorm van duurzame energie-opwekking.",general,2025-10-10 11:18:26.4+00,2025-10-10 11:18:26.235012+00,Marije,3,
171,389,"Ik vond deze moeilijk te begrijpen, maar misschien gaat dat beter als je het experiment zelf kan doen. Dus je zou deze echt in simpele taal moeten uitleggen, en goed het effect moeten kunnen zien.",general,2025-10-10 11:22:10.848+00,2025-10-10 11:22:10.959844+00,Marije,3,
173,389,"Ik kende het fenomeen observer effect niet, maar kan mogelijk wel interessant zijn bij het onderdelen 'hoe doe je onderzoek?' (of iets in die trant) op de nieuwe V1. Dus dat het meten of waarnemen van iets de uitkomst kan veranderen. Maar volgens mij is dit alleen in de kwantumwereld van toepassing?",general,2025-10-10 11:31:43.165+00,2025-10-10 11:31:43.286837+00,Marije,2,
174,389,Hebben wij ook een lichtbanen workshop voor middelbare scholieren? Dat zou je bij iemand van oude E&O kunnen navragen. Daar zou dit mogelijk toegevoegd kunnen worden.,general,2025-10-10 11:32:41.517+00,2025-10-10 11:32:41.361116+00,Marije,2,
175,389,"Wat ik leuk vind is dat je echt iets verandert - iets toevoegt - en daardoor de uitkomst anders wordt. Dat zou de bezoeker zelf kunnen doen, maar kan ook door een PB'er gedaan worden. Ik denk dat je hiermee wel verwondering opwekt bij de bezoeker en leuke nieuwsgierige vragen oproept. Hoe kan dit?",general,2025-10-10 11:33:56.856+00,2025-10-10 11:33:56.681469+00,Marije,4,
176,389,Deze opstelling laat iets bijzonder lover licht zien. Dus in die zin mogelijk interessant voor nieuwe V1. Maar ik denk dat dit letterlijk en figuurlijk te diep de materie ingaat.,general,2025-10-10 11:36:31.462+00,2025-10-10 11:36:31.266959+00,Marije,1,
177,389,Je zou iets moeten maken dat bezoekers niet de laser in kunnen kijken...,general,2025-10-10 11:37:03.143+00,2025-10-10 11:37:02.933381+00,Marije,3,
178,396,"Leuk om te zien dat je warmte (of een temperatuurverschil) kunt omzetten in een andere vorm van energie, zoals elektrische energie. Nog beter zou zijn dat je hiermee een lampje kan laten branden",general,2025-10-10 11:41:27.689+00,2025-10-10 11:41:27.638349+00,Marije,4,
179,396,"We hebben een workshop in NEMO die heet Laat het lampje branden. Er zijn meerdere projecten die gaan over het opwekken van stroom (of lampje laten branden), dus het zou best grappig zijn om deze als een soort exhibits bij die workshop te plaatsen. Hoe je dus met andere vormen van energie, weer energie kunt opwekken",general,2025-10-10 11:42:43.3+00,2025-10-10 11:42:43.084005+00,Marije,2,
180,417,Leuk om te zien dat de pendulum een bepaald swing patroon heeft: op en neer en een tijdje stilstaand. Vooral dit stilstaand is bijzonder. Je vraagt je af: hoe kan dit?,general,2025-10-10 11:43:38.614+00,2025-10-10 11:43:38.395783+00,Marije,4,
181,417,"Kun je deze in het heel groot uitvoeren? Misschien in de kettingreactie? En dan met een mooi object eraan dat dat op en neer beweegt en roteert (bijv mooie kleuren, lichten).",general,2025-10-10 11:44:30.24+00,2025-10-10 11:44:30.021864+00,Marije,2,
182,389,"Elementa (V3) zou natuurlijk ook kunnen, maar dan ook: te moeilijke materie.",general,2025-10-10 11:50:22.964+00,2025-10-10 11:50:22.712155+00,Marije,3,
183,379,"Evt zou dit op het dak kunnen, met PB'er erbij. En dan thema: energieopwekking met wind, water, zon",general,2025-10-10 11:51:22.463+00,2025-10-10 11:51:22.221741+00,Marije,2,
184,363,We hebben antuurlijk al heel veel over (tandwiel)overbrengingen in de fabriek op V2. Niet speciaal genoeg dit.,general,2025-10-10 11:59:48.706+00,2025-10-10 11:59:48.47797+00,Marije,5,
185,364,"Beetje lastig van feedback te voorzien, want ik zie alleen een plaatje en klein beetje tekst (link doet het niet). Maar als ik het goed begrijp, werkt de magneet als een soort rem op de rotatie van de tandwielen. Dus volgens mij kun je hier iets laten zien over krachten en versnelling (kleine en grote tandwiel en overbrengsverhouding) en remming. Mogelijk interessant voor nieuwe V1?",general,2025-10-10 12:06:45.881+00,2025-10-10 12:06:46.09632+00,Marije,5,
